heuristic,workload,configuration,metsla,sla,predict
OC,200,4_c3_large,true,30000,true
OC,200,4_m3_large,true,30000,true
OC,200,2_m3_xlarge,true,30000,true
OC,200,1_m3_2xlarge,true,30000,true
OC,200,3_c3_xlarge,true,30000,true
OC,200,4_c3_xlarge,true,30000,true
OC,200,2_c3_2xlarge,true,30000,true
OC,200,3_m3_xlarge,true,30000,true
OC,200,2_m3_2xlarge,true,30000,true
OC,200,4_m3_xlarge,true,30000,true
OC,200,3_c3_2xlarge,true,30000,true
OC,200,4_c3_2xlarge,true,30000,true
OC,200,3_m3_2xlarge,true,30000,true
OC,200,4_m3_2xlarge,true,30000,true
OC,300,1_m3_medium,false,30000,true
OC,300,1_c3_large,true,30000,false
OC,300,1_m3_large,true,30000,false
OC,300,2_m3_medium,false,30000,false
OC,300,2_c3_large,true,30000,true
OC,300,1_c3_xlarge,true,30000,true
OC,300,3_m3_medium,true,30000,true
OC,300,2_m3_large,true,30000,true
OC,300,1_m3_xlarge,true,30000,true
OC,300,4_m3_medium,true,30000,true
OC,300,3_c3_large,true,30000,true
OC,300,2_c3_xlarge,true,30000,true
OC,300,3_m3_large,true,30000,true
OC,300,1_c3_2xlarge,true,30000,true
OC,300,4_c3_large,true,30000,true
OC,300,4_m3_large,true,30000,true
OC,300,2_m3_xlarge,true,30000,true
OC,300,1_m3_2xlarge,true,30000,true
OC,300,3_c3_xlarge,true,30000,true
OC,300,4_c3_xlarge,true,30000,true
OC,300,2_c3_2xlarge,true,30000,true
OC,300,3_m3_xlarge,true,30000,true
OC,300,2_m3_2xlarge,true,30000,true
OC,300,4_m3_xlarge,true,30000,true
OC,300,3_c3_2xlarge,true,30000,true
OC,300,4_c3_2xlarge,true,30000,true
OC,300,3_m3_2xlarge,true,30000,true
OC,300,4_m3_2xlarge,true,30000,true
OC,400,1_m3_medium,false,30000,true
OC,400,1_c3_large,false,30000,false
OC,400,1_m3_large,false,30000,true
OC,400,2_m3_medium,false,30000,true
OC,400,2_c3_large,true,30000,true
OC,400,1_c3_xlarge,true,30000,true
OC,400,3_m3_medium,false,30000,false
OC,400,2_m3_large,true,30000,true
OC,400,1_m3_xlarge,true,30000,true
OC,400,4_m3_medium,true,30000,false
OC,400,3_c3_large,true,30000,true
